ShapeFile,Count_NS,Count_PS,COUNT_PS_wd_or,COUNT_PS_wo_or,COUNT_PS_wd_or_literal,COUNT_PS_wd_or_nonLiteral,COUNT_PS_wd_or_literalAndNonLiteral,COUNT_PS_wo_or_literal,COUNT_PS_wo_or_nonLiteral
Bio2rdf_QSE_FULL_SHACL.ttl,65,891,599,292,93,196,3,387,64
